ID,sectors,regions,ESG_class,ESG_score,final_rating_env,final_normalized_score_env,final_rating_social,final_normalized_score_social,final_rating_governance,final_normalized_score_governance,MORE_score_2022,MORE_score_2021,MORE_score_2020,total_assets_2022,total_assets_2021,total_assets_2020,current_assets_2022,current_assets_2021,current_assets_2020,shareholders_funds_2022,shareholders_funds_2021,shareholders_funds_2020,current _liabilities_2022,current _liabilities_2021,current _liabilities_2020,turnover_2022,turnover_2021,turnover_2020,EBIT_2022,EBIT_2021,EBIT_2020,net_income_2022,net_income_2021,net_income_2020,EBITDA_2022,EBITDA_2021,EBITDA_2020
1712,Food & Tobacco Manufacturing,Veneto,S4,0.628571429,S2,0.785714286,S3,0.642857143,S4,0.5,BBB,BBB,BBB,41436.434,43042.179,39512.082,30062.691,30617.511,28656.767,12548.074,11550.054,11026.595,24516.491,27249.465,24580.973,65218.815,56915.815,56915.815,2545.612,2706.804,2417.891,1909.934,1998.279,1928.721,4408.703,4481.632,3814.136
1713,"Industrial, Electric & Electronic Machinery",Veneto,S3,0.635714286,S2,0.785714286,S5,0.357142857,S3,0.642857143,A,BBB,BBB,70458.198,61853.466,46295.958,43779.475,39024.736,25140.596,28901.287,22981.345,19742.205,29445.847,27828.915,15860.722,75613.657,58657.06,58657.06,10026.408,5903.703,1539.639,7084.568,4153.825,1089.018,13069.186,8487.679,3561.774
1714,Metals & Metal Products,Veneto,S3,0.692857143,S2,0.785714286,S3,0.642857143,S3,0.642857143,BBB,BB,BB,51672.488,54765.681,48220.081,42841.62,45461.905,37612.008,19992.717,17019.154,14886.492,20837.95,24515.913,16681.632,63805.13,62907.86,62907.86,3436.289,2865.707,1537.403,2228.544,1931.873,218.057,6625.624,5850.976,4622.333
1715,Metals & Metal Products,Veneto,S3,0.668831169,S1,0.928571429,S6,0.214285714,,,BB,BBB,BB,91222.305,73396.79,68408.327,60153.932,45816.392,41882.77,36884.1,32623.527,29287.205,37787.297,24455.938,18813.51,80651.979,61153.717,61153.717,6059.882,4960.665,3533.492,4384.15,3419.409,2504.607,8858.268,7613.586,5104.671
1716,"Industrial, Electric & Electronic Machinery",Veneto,S3,0.692857143,S2,0.785714286,S3,0.642857143,S3,0.642857143,CCC,B,BBB,194342.386,186097.258,173401.487,144543.781,135872.753,133656.312,75110.804,139125.879,142586.602,117060.21,43870.559,27956.673,60197.844,47175.095,47175.095,-5321.666,-4701.111,939.561,-4015.064,-3460.722,976.537,-5060.912,-4329.215,1758.792
1717,"Industrial, Electric & Electronic Machinery",Veneto,S4,0.6,S2,0.785714286,S4,0.5,S4,0.5,0,B,BB,n.a.,132273.189,130731.906,n.a.,97754.128,94412.732,n.a.,41170.253,37725.876,n.a.,51838.586,66519.147,n.a.,60116.335,60116.335,n.a.,3242.43,7541.354,n.a.,2616.921,2972.638,n.a.,6520.876,10380.169
1718,Textiles & Clothing Manufacturing,Veneto,S4,0.507142857,S2,0.785714286,S5,0.357142857,S5,0.357142857,BB,BB,CCC,82213.882,82012.625,80458.653,42022.175,43253.871,42713.849,36223.493,35941.097,34568.537,20585.579,25817.751,31709.978,59038.779,56749.174,56749.174,1806.547,3270.102,-3413.508,106.075,1386.674,-3938.036,3481.451,5207.604,-1597.576
1719,0,Veneto,S3,0.664285714,S2,0.785714286,S4,0.5,S3,0.642857143,BB,BBB,BB,140375.896,114675.447,69039.827,69115.895,58244.45,55369.449,51214.525,49991.352,36302.704,80756.305,53561.241,23587.146,69028.474,58627.97,58627.97,1102.422,2174.771,275.032,1203.728,1788.025,-171.255,2552.311,3343.918,1160.725
1720,"Industrial, Electric & Electronic Machinery",Veneto,S4,0.5,S6,0.214285714,S5,0.357142857,S2,0.785714286,A,A,AA,93498.729,97811.556,95795.117,46029.113,46291.057,43103.375,77306.575,78048.805,76418.608,10949.532,9674.062,15352.723,55225.258,60653.884,60653.884,4499.946,11451.226,17356.458,4257.532,6629.852,12743.237,12126.322,18247.829,22003.475
1721,"Chemicals, Petroleum, Rubber & Plastic",Veneto,S4,0.571428571,S2,0.785714286,S5,0.357142857,S4,0.5,BBB,BB,CCC,28742.549,26966.045,22712.021,25911.529,25264.813,21053.229,7463.604,5939.274,5893.94,16913.82,15805.745,11603.888,50879.953,39569.264,39569.264,3085.814,342.109,-530.005,2024.332,45.333,-514.813,4014.679,986.118,-241.339
1722,Food & Tobacco Manufacturing,Veneto,S3,0.692857143,S2,0.785714286,S3,0.642857143,S3,0.642857143,BBB,BBB,BBB,73497.761,79340.634,75064.28,52092.018,37633.807,32035.748,40041.991,37437.013,34381.027,24068.035,29466.49,26022.724,49110.541,48777.955,48777.955,7070.035,6385.85,5034.085,4995.262,5052.622,4064.403,8834.848,8229.547,6344.533
1723,"Industrial, Electric & Electronic Machinery",Veneto,S3,0.635714286,S2,0.785714286,S5,0.357142857,S3,0.642857143,0,BBB,BB,n.a.,33456.65,33119.997,n.a.,28943.713,29441.44,n.a.,5917.175,4494.872,n.a.,23454.648,24120.512,n.a.,47698.561,47698.561,n.a.,2823.952,2226.363,n.a.,1819.072,1463.946,n.a.,3340.585,2814.462
1724,"Industrial, Electric & Electronic Machinery",Veneto,S3,0.664285714,S2,0.785714286,S4,0.5,S3,0.642857143,BBB,BB,BBB,53696.361,48503.7,38104.923,44526.362,38137.894,30002.837,10296.814,7979.184,9213.687,37556.429,34570.833,24251.454,44484.38,38813.886,38813.886,3346.365,1136.641,2474.261,2107.029,856.874,1953.517,5343.128,3071.026,4490.534
1725,"Chemicals, Petroleum, Rubber & Plastic",Veneto,S3,0.7,S2,0.785714286,S5,0.357142857,S2,0.785714286,BBB,AA,AA,119025.451,66641.103,85698.32,28133.484,18657.791,35192.033,77282.182,56168.754,73725.726,12105.876,7647.609,8910.537,44426.292,38811.627,38811.627,4778.443,7119.584,9057.892,904.497,4657.374,7446.487,12416.216,9960.778,9534.818
1726,Textiles & Clothing Manufacturing,Veneto,S2,0.814285714,S2,0.785714286,S1,0.928571429,S2,0.785714286,CCC,CCC,CCC,46745.188,51192.929,50208.88,33056.291,35790.811,33032.375,10178.25,15993.667,19988.345,19727.847,15149.124,15023.271,43553.846,33775.826,33775.826,-5528.133,-3767.087,-7711.938,-6349.269,-4376.548,-8633.805,-2143.245,-763.786,-4196.944
1727,"Industrial, Electric & Electronic Machinery",Veneto,S4,0.564285714,S2,0.785714286,S3,0.642857143,S5,0.357142857,AA,AA,AA,44715.85,38638.737,31521.536,37228.793,31876.501,24984.876,29502.989,24622.376,19963.959,13849.972,12933.812,10496.729,43518.328,38599.516,38599.516,5491.961,6285.032,4737.42,4880.613,4658.418,4029.233,6291.913,7072.098,5511.064
1728,Metals & Metal Products,Veneto,S4,0.535714286,S2,0.785714286,S4,0.5,S5,0.357142857,A,BBB,B,35988.921,33237.803,25576.046,27042.574,26682.988,18838.176,14236.041,9365.448,6867.453,15585.96,16918.164,12313.589,57271.182,40994.112,40994.112,10753.544,3984.672,330.445,5024.803,2497.992,10.954,11548.217,5048.789,811.139
1729,"Industrial, Electric & Electronic Machinery",Veneto,S2,0.785714286,S2,0.785714286,S2,0.785714286,S2,0.785714286,AA,AA,AA,28740.937,26662.745,24913.269,23297.156,24789.814,22997.674,21730.106,21574.423,20497.39,5984.286,3821.11,3042.829,38607.839,32650.825,32650.825,3684.542,4209.544,2565.36,2655.68,3077.037,2039.363,4290.9,4534.027,2873.17
1730,"Industrial, Electric & Electronic Machinery",Veneto,S3,0.664285714,S2,0.785714286,S4,0.5,S3,0.642857143,BB,BB,B,36659.942,35840.396,33174.444,23585.948,23033.74,23594.9,11140.974,8930.634,7350.013,17308.127,18691.967,16806.721,34948.976,31576.373,31576.373,2395.976,1194.7,547.972,1775.893,776.795,299.166,3644.707,2083.524,1270.722
1731,Metals & Metal Products,Veneto,S4,0.514285714,S2,0.785714286,S7,0.071428571,S4,0.5,BBB,BBB,A,50912.669,37934.691,32316.868,35215.113,26779.012,22261.931,17192.48,13058.241,16674.308,23696.099,11885.035,11128.042,48346.458,34171.189,34171.189,6939.492,2999.238,2857.259,4131.911,2383.937,2570.451,10092.683,6368.245,5290.329
1732,Food & Tobacco Manufacturing,Veneto,S3,0.7,S2,0.785714286,S5,0.357142857,S2,0.785714286,BBB,AA,AA,48509.662,19445.638,24844.762,13297.138,11480.479,9591.207,24487.773,10952.88,15420.801,8689.314,7331.976,6179.444,34003.668,29869.127,29869.127,987.873,4296.213,2439.878,183.782,3185.138,2781.888,4342.947,5270.002,3395.294
1733,Textiles & Clothing Manufacturing,Veneto,S3,0.664285714,S2,0.785714286,S4,0.5,S3,0.642857143,BB,BB,BB,36691.512,34790.429,40790.414,32321.197,30154.015,31092.086,13747.914,13429.293,17485.871,18399.986,16080.729,13347.77,43819.517,33816.25,33816.25,1088.298,900.688,1743.526,318.623,-86.195,606.292,1567.699,1864.167,2880.736
1734,Food & Tobacco Manufacturing,Veneto,S5,0.342857143,S6,0.214285714,S6,0.214285714,S4,0.5,A,AA,AA,31977.623,29482.415,30313.366,21387.778,18791.115,19976.733,23602.484,21695.442,19371.489,7374.371,6961.534,9960.134,35017.992,32669.801,32669.801,3089.661,3652.414,4970.973,2600.906,2923.953,3574.215,4830.305,5145.128,5828.825
1735,"Chemicals, Petroleum, Rubber & Plastic",Veneto,S3,0.757142857,S2,0.785714286,S3,0.642857143,S2,0.785714286,A,A,A,26359.224,25599.514,22608.479,17750.338,16225.981,13113.889,12554.066,11758.45,11464.267,10542.903,11840.27,9111.577,31616.309,28166.319,28166.319,2193.69,1026.101,836.231,1795.615,824.185,702.469,3269.426,2097.507,1713.399
1736,Metals & Metal Products,Veneto,S3,0.657142857,S2,0.785714286,S2,0.785714286,S4,0.5,AA,AA,AA,42546.079,38110.96,33174.196,25271.73,24221.41,20560.425,31214.087,26551.867,25693.326,10054.94,10422.224,6458.603,30217.322,26118.918,26118.918,9683.095,6541.735,5885.22,7036.547,4767.48,4385.874,11098.519,8111.866,6764.62
1737,Metals & Metal Products,Veneto,S3,0.721428571,S2,0.785714286,S2,0.785714286,S3,0.642857143,BBB,CCC,BBB,17547.611,18558.801,15534.901,14859.249,15217.757,11634.224,4131.408,3526.109,3510.068,9874.917,10982.524,11439.596,28006.823,25112.804,25112.804,896.887,-1293.809,1505.907,605.298,-983.96,1051.521,1901.655,-452.855,1956.694
1738,Textiles & Clothing Manufacturing,Veneto,S3,0.664285714,S2,0.785714286,S4,0.5,S3,0.642857143,0,A,A,n.a.,18623.65,15828.407,n.a.,8084.194,7661.158,n.a.,9462.823,8238.136,n.a.,7425.869,5548.294,n.a.,27273.982,27273.982,n.a.,1415.968,1402.281,n.a.,1664.481,1898.234,n.a.,1752.911,1612.388
1739,"Chemicals, Petroleum, Rubber & Plastic",Veneto,S4,0.6,S2,0.785714286,S4,0.5,S4,0.5,CCC,BB,B,31327.371,24660.239,22318.211,20209.112,15272.914,12723.906,4442.207,5159.096,3639.986,11705.078,11051.274,9583.041,30554.938,27036.54,27036.54,-1468.439,243.326,236.707,-681.598,14.025,22.368,270.619,1794.617,1739.563
1740,Metals & Metal Products,Veneto,S4,0.628571429,S2,0.785714286,S3,0.642857143,S4,0.5,AA,AA,A,14378.72,12934.583,8438.405,11274.961,9743.998,5123.452,6893.014,5129.231,2888.795,5419.17,5620.205,3558.546,26453.92,20481.967,20481.967,2972.559,3152.999,1354.018,2363.786,2540.434,1151.27,3454.25,3597.364,1668.675
1741,0,Veneto,S3,0.664285714,S2,0.785714286,S4,0.5,S3,0.642857143,A,A,AA,37518.456,35797.006,32734.933,22565.021,21188.482,18942.705,29346.773,27809.592,26551.508,7020.729,6851.705,5061.144,26446.421,21059.394,21059.394,1480.246,1168.871,5260.079,1537.183,1258.086,5246.69,2944.735,2404.177,5581.909
1742,"Industrial, Electric & Electronic Machinery",Veneto,S4,0.628571429,S2,0.785714286,S3,0.642857143,S4,0.5,BBB,BBB,BBB,33236.777,33973.619,28790.215,22199.269,22132.583,16698.812,17039.098,16283.922,16111.747,13851.913,13905.361,8080.413,26145.823,20327.388,20327.388,1375.957,314.417,958.48,784.31,357.54,774.425,2357.169,1294.069,1704.492
1743,Textiles & Clothing Manufacturing,Veneto,S2,0.785714286,S2,0.785714286,,,,,BB,BB,BB,34065.166,33268.314,33979.984,20815.882,19774.772,22212.93,11059.711,10949.956,8823.327,16087.311,13844.519,13553.35,24146.158,24033.75,24033.75,2271.8,2062.986,1589.331,1113.705,1215.72,1010.235,2753.55,2535.516,1707.063
1744,Food & Tobacco Manufacturing,Veneto,S4,0.607142857,S2,0.785714286,S6,0.214285714,S3,0.642857143,B,B,BB,32684.148,29695.5,33886.773,18701.67,15887.018,19214.734,14170.298,14298.9,15049.087,11927.542,7774.623,10859.891,24063.447,21945.063,21945.063,-286.987,-1005.703,952.269,-259.956,-747.755,396.968,593.592,1.897,2261.118
1745,"Leather, Stone, Clay & Glass products",Veneto,S3,0.635714286,S2,0.785714286,S5,0.357142857,S3,0.642857143,BBB,BBB,BBB,28820.815,26322.907,24631.533,15870.232,13095.778,10899.37,14420.6,13810.395,12021.843,7112.649,7719.417,6455.187,25394.398,22899.588,22899.588,1657.51,2634.993,1988.056,1085.207,1953.555,1543.628,2388.988,3312.468,2494.273
1746,"Wood, Furniture & Paper Manufacturing",Veneto,S4,0.6,S2,0.785714286,S4,0.5,S4,0.5,BBB,A,BBB,21919.025,19547.889,15547.207,12589.338,12096.794,7972.747,8246.747,7973.869,6866.552,9589.049,8168.111,4629.141,22365.485,17711.674,17711.674,1666.75,1485.218,767.044,1271.15,1106.01,577.838,1837.104,1678.168,969.59
1747,"Wood, Furniture & Paper Manufacturing",Veneto,S3,0.757142857,S2,0.785714286,S3,0.642857143,S2,0.785714286,BB,BB,B,19347.298,19203.656,17810.367,10493.133,10491.646,9008.167,4619.737,4143.65,3921.027,10850.95,9728.915,7417.856,21956.214,19932.592,19932.592,696.013,1161.03,245.455,476.088,770.925,17.805,2066.19,2495.771,1459.478
1748,"Industrial, Electric & Electronic Machinery",Veneto,S3,0.635714286,S2,0.785714286,S5,0.357142857,S3,0.642857143,A,A,A,21546.521,20058.078,19775.715,18999.765,17088.52,16590.354,12576.905,12345.501,12107.804,8115.195,6931.238,6318.88,26494.758,21842.145,21842.145,1156.845,1005.826,919.052,831.404,737.699,656.243,1858.327,1678.041,1413.285
1749,Textiles & Clothing Manufacturing,Veneto,S4,0.6,S2,0.785714286,S4,0.5,S4,0.5,BB,BBB,B,32694.486,38210.232,54032.051,22211.532,27161.434,42358.579,20772.043,26915.442,26443.895,9270.981,6452.846,21772.142,20696.572,30697.777,30697.777,348.267,685.449,-1240.543,-160.51,458.595,-1126.01,1068.302,1884.395,459.272
1750,"Chemicals, Petroleum, Rubber & Plastic",Veneto,S3,0.635714286,S2,0.785714286,S5,0.357142857,S3,0.642857143,BB,BB,BB,16052.081,13134.047,10895.693,11345.978,9696.583,7371.131,2590.395,2190.768,1923.077,7792.037,5509.513,4116.069,19477.269,15225.224,15225.224,456.004,613.947,469.445,231.715,417.691,243.929,956.401,1051.393,921.751
1751,"Wood, Furniture & Paper Manufacturing",Veneto,S3,0.692857143,S2,0.785714286,S3,0.642857143,S3,0.642857143,BBB,A,B,16783.804,14550.043,15065.014,12782.927,10109.852,10434.235,6235.594,5947.553,5900.542,8289.173,5714.229,6321.59,18741.546,14947.741,14947.741,1499.251,936.726,-177.992,982.05,544.216,555.833,2461.259,1892.03,442.943
1752,"Industrial, Electric & Electronic Machinery",Veneto,S3,0.692857143,S2,0.785714286,S3,0.642857143,S3,0.642857143,BBB,BB,BB,26782.164,30842.358,56834.604,21809.66,26438.966,54141.696,10310.474,9852.204,10414.062,13104.925,16005.299,40565.896,18483.625,14199.614,14199.614,622.955,913.782,1906.608,430.216,76.001,2575.953,2249.146,2135.746,2676.132
1753,"Industrial, Electric & Electronic Machinery",Veneto,S3,0.664285714,S2,0.785714286,S4,0.5,S3,0.642857143,BB,B,BB,19621.529,17281.462,15523.914,14626.248,11428.165,11196.602,4450.341,3998.083,4322.177,8749.031,6816.623,6228.357,23472.341,18196.08,18196.08,757.877,1.868,696.248,452.261,-71.026,427.155,1845.381,1015.546,1598.477
1754,Metals & Metal Products,Veneto,S4,0.571428571,S2,0.785714286,S5,0.357142857,S4,0.5,A,A,AA,11018.248,10643.356,8436.339,9717.133,9150.08,6669.062,3405.754,3491.441,3300.064,6250.862,5890.57,3890.213,17165.358,16048.737,16048.737,2338.707,2504.438,2151.661,1773.69,1859.379,1668.001,2790.611,2943.355,2365.721
1755,"Industrial, Electric & Electronic Machinery",Veneto,S4,0.571428571,S2,0.785714286,S5,0.357142857,S4,0.5,A,AA,BBB,11063.935,10259.62,8472.597,9837.635,9043.596,7443.529,5853.015,5185.211,4185.679,4153.84,4038.204,3430.964,16877.828,13606.186,13606.186,920.532,1143,142.369,667.807,804.024,81.359,1191.776,1407.607,376.207
1756,Metals & Metal Products,Veneto,S4,0.571428571,S2,0.785714286,S5,0.357142857,S4,0.5,0,A,A,n.a.,24058.911,19088.247,n.a.,15958.244,12257.503,n.a.,7509.871,4923.779,n.a.,13231.9,11184.251,n.a.,16377.615,16377.615,n.a.,2442.786,3128.438,n.a.,2586.099,2431.466,n.a.,2945.539,3550.87
1757,"Industrial, Electric & Electronic Machinery",Veneto,S4,0.478571429,S2,0.785714286,S6,0.214285714,S5,0.357142857,A,BBB,BB,17932.927,18303.092,17445.323,9279.738,9123.672,7654.906,8277.04,7360.547,6158.554,3407.598,3834.69,4528.381,13386.458,13187.219,13187.219,1513.066,1627.904,456.049,1105.909,1262.768,405.172,2409.375,2523.567,1167.814
1758,Textiles & Clothing Manufacturing,Veneto,S4,0.6,S2,0.785714286,S4,0.5,S4,0.5,BB,BB,BB,11416.667,13922.342,13935.246,7421.111,9919.339,10036.931,4112.996,3971.572,3428.693,3795.18,6297.633,7086.463,13302.137,15650.034,15650.034,280.501,867.953,1371.505,141.423,542.882,921.096,680.538,1252.401,1965.818
1759,"Chemicals, Petroleum, Rubber & Plastic",Veneto,S3,0.757142857,S2,0.785714286,S3,0.642857143,S2,0.785714286,AA,AA,AA,13782.824,14723.883,11120.861,13238.516,13926.796,10092.353,8099.986,8079.354,6623.444,3449.654,4532.381,2535.924,13184.029,13523.358,13523.358,1312.081,2022.907,1314.936,920.632,1455.908,976.514,1564.449,2365.176,1671.455
1760,"Industrial, Electric & Electronic Machinery",Veneto,S4,0.542857143,S2,0.785714286,S6,0.214285714,S4,0.5,B,B,CC,11321.876,7320.702,6078.438,8998.509,5085.298,3876.232,611.376,564.948,555.11,8117.885,4402.453,2839.16,10515.724,7637.058,7637.058,287.659,111.121,-236.437,46.43,9.837,-251.787,443.514,204.325,-152.883
1761,Food & Tobacco Manufacturing,Veneto,S4,0.628571429,S2,0.785714286,S3,0.642857143,S4,0.5,BB,BBB,BBB,7250.38,5883.038,3785.003,5902.786,4647.835,3181.793,1693.938,1630.267,1024.974,2056.531,2323.196,1580.605,8762.148,7910.852,7910.852,124.175,261.894,82.167,63.67,162.337,57.262,323.981,449.847,278.723
1762,Wholesale,Veneto,S5,0.428571429,S3,0.642857143,S6,0.214285714,S5,0.357142857,BB,B,B,36765.778,37624.273,32369.569,34731.082,35458.967,30323.661,3651.695,3417.821,3256.409,31720.891,32296.837,25819.053,177182.585,148160.185,148160.185,575.149,305.103,303.385,314.925,161.412,179.526,878.304,497.27,451.799
1763,Wholesale,Veneto,S5,0.4,S3,0.642857143,S7,0.071428571,S5,0.357142857,BB,BB,BB,19389.61,17320.825,15925.135,10549.872,9046.463,8610.08,5584.2,5049.219,4582.404,9754.284,8991.174,7121.19,86157.483,78020.818,78020.818,973.213,716.889,407.069,531.974,466.814,111.115,n.a.,n.a.,n.a.
1764,Wholesale,Veneto,S5,0.428571429,S3,0.642857143,S6,0.214285714,S5,0.357142857,BB,BB,BBB,5522.148,5238.266,2801.17,2889.879,3282.036,1513.607,886.454,851.856,768.604,1771,1375.386,1376.566,26484.21,18752.867,18752.867,168.883,103.116,304.958,34.596,83.255,218.831,307.15,228.587,414.949
1765,Wholesale,Veneto,S5,0.4,S3,0.642857143,S7,0.071428571,S5,0.357142857,B,B,B,61416.453,47491.996,39367.258,55390.627,41389.798,33177.828,4841.738,4364.152,4245.168,53451.706,39048.949,30749.409,201441.465,152768.325,152768.325,1375.814,882.113,881.888,476.893,642.203,417.648,2263.921,1730.38,1584.398
1766,Utilities,Veneto,S4,0.628571429,S2,0.785714286,S3,0.642857143,S4,0.5,BB,BB,B,221113.269,193251.377,118314.871,175539.878,144828.538,66834.017,36961.72,32983.551,39946.998,162045.804,131954.393,67805.421,1423951.493,1001065.691,1001065.691,18486.673,10739.548,-4651.552,-3157.705,1136.345,-2625.019,21332.121,12682.74,-3673.439
1767,Utilities,Veneto,S4,0.542857143,S2,0.785714286,S6,0.214285714,S4,0.5,A,BBB,AA,12082.398,6920.177,4989.461,11102.617,5853.825,4057.332,4980.042,2598.895,2183.339,4282.513,2150.752,2348.041,13458.905,10262.191,10262.191,3752.513,1081.496,1613.779,2581.15,699.67,1090.723,3946.064,1288.205,1833.255
1768,Utilities,Veneto,S3,0.657142857,S1,0.928571429,S6,0.214285714,S3,0.642857143,AA,AA,A,457742.494,362031.631,283961.365,443590.762,345074.354,264782.071,342387.149,309392.808,265114.317,108478.71,45829.742,12203.011,301684.193,214850.553,214850.553,73620.967,61544.476,11618.462,28836.68,44395.911,4851.106,76582.401,64480.526,13106.481
1769,Utilities,Veneto,S6,0.278571429,S6,0.214285714,S6,0.214285714,S5,0.357142857,0,B,BB,n.a.,30564.836,19635.797,n.a.,26465.65,14970.896,n.a.,2906.36,3084.97,n.a.,23646.438,13672.212,n.a.,47272.842,47272.842,n.a.,558.645,380.691,n.a.,101.011,75.379,n.a.,1507.269,1181.032
1770,Utilities,Veneto,S5,0.464285714,S2,0.785714286,,,S6,0.214285714,B,B,B,140942.698,43179.902,21708.519,140021.484,42086.049,21608.92,2187.721,2008.252,647.69,137453.138,39456.664,21000.829,716956.258,198759.532,198759.532,614.239,599.632,257.788,384.647,483.039,221.14,877.694,601.344,260.668
1771,Construction,Veneto,S3,0.65,S1,0.928571429,S4,0.5,S4,0.5,BB,B,B,14582.385,14699.693,7747.839,11760.334,11762.514,5926.927,1626.858,1121.6,871.497,5817.679,10385.481,5049.34,18651.09,17378.132,17378.132,1850.653,378.063,142.662,706.94,248.919,65.792,2145.126,551.597,301.503
1772,Construction,Veneto,S4,0.535714286,S2,0.785714286,S4,0.5,S5,0.357142857,BBB,BB,BB,6976.505,5538.117,4073.035,4564.184,4041.934,2766.807,1317.557,1141.893,983.679,3224.512,2247.353,1122.955,10367.7,8421.21,8421.21,948.443,497.009,138.666,490.414,319.398,54.856,1018.738,634.968,399.399
1773,Construction,Veneto,S2,0.785714286,S2,0.785714286,S2,0.785714286,S2,0.785714286,0,B,B,n.a.,598760,594889,n.a.,493949,489987,n.a.,92233,82741,n.a.,367066,372403,n.a.,454176,454176,n.a.,14436,14773,n.a.,3736,1231,n.a.,32244,27065
1774,Construction,Veneto,S6,0.278571429,S6,0.214285714,S6,0.214285714,S5,0.357142857,BB,BB,B,27570.212,18548.484,16813.255,25967.993,16792.053,14882.686,3606.979,2913.988,2546.265,21241.933,12153.958,10619.85,48330.889,33116.43,33116.43,1140.583,691.773,306.555,644.712,358.435,117.457,1356.799,952.876,470.827
1775,Construction,Veneto,S4,0.6,S2,0.785714286,S4,0.5,S4,0.5,BBB,BBB,BBB,43896.393,33225.757,29503.923,37729.52,27718.983,23055.717,14119.225,11171.362,10539.055,25637.931,16995.545,14965.953,39005.035,27596.769,27596.769,4868.669,2522.756,3158.726,3362.782,2147.369,2287.849,5978.779,3419.248,3527.463
1776,"Travel, Personal & Leisure",Veneto,S3,0.692857143,S2,0.785714286,S3,0.642857143,S3,0.642857143,B,CCC,CC,160077,152221,145650,119654,109600,97518,11195,7472,9307,103227,96185,80185,315248,243847,243847,7183,-407,-19633,2249,-1456,-20612,14412,6439,-5100
